sl,text,aspect,sentiment,Issues,Battery,External,Internal,Screen,Service,Software
1325,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core .","22"" Monitor",0,External,0,1,0,0,0,0
1326,"Love the graphics , awesome programs -LRB- including Garageband -RRB- , and really cool default background .",graphics,1,Internal,0,0,1,0,0,0
1327,"Love the graphics , awesome programs -LRB- including Garageband -RRB- , and really cool default background .",programs,1,Software,0,0,0,0,0,1
1330,"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",Screen,0,Screen,0,0,0,1,0,0
1331,"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",keyboard,0,External,0,1,0,0,0,0
1332,"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",screen,1,Screen,0,0,0,1,0,0
1333,"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",island backlit keyboard,1,External,0,1,0,0,0,0
1334,"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",multi-touch mouse,1,External,0,1,0,0,0,0
1335,"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",mouse,0,External,0,1,0,0,0,0
1337,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it !,Windows,0,Software,0,0,0,0,0,1
1339,"I also purchased iWork to go with it which has programs for word processing , spreadsheets , and presentations -LRB- similar to Microsoft Office -RRB- .",programs,0,Software,0,0,0,0,0,1
1340,"I also purchased iWork to go with it which has programs for word processing , spreadsheets , and presentations -LRB- similar to Microsoft Office -RRB- .",Microsoft Office,0,Software,0,0,0,0,0,1
1341,"I also purchased iWork to go with it which has programs for word processing , spreadsheets , and presentations -LRB- similar to Microsoft Office -RRB- .",word processing,0,Software,0,0,0,0,0,1
1345,When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem .,warranty,0,Service,0,0,0,0,1,0
1346,It also came with a built it web cam which is great because I can see an communicate with my family members back home .,built it web cam,1,External,0,1,0,0,0,0
1347,Good monitor and performed well .,monitor,1,External,0,1,0,0,0,0
1349,It was secure and easy to navigate .,navigate,1,Software,0,0,0,0,0,1
1350,I was a little weary at purchasing another 13 '' macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around .,graphics cards,1,Internal,0,0,1,0,0,0
1353,They are by far the easiest systems to actually learn about computers with .,systems,1,Internal,0,0,1,0,0,0
1354,this apple navigates you thru the unexplored world of the internet .,internet,0,Software,0,0,0,0,0,1
1355,"The video card is great for media , and above average for gaming , but not a gamers first choice .",gaming,1,Software,0,0,0,0,0,1
1357,"I had of course bought a 3 year warranty, so I sent it in to be replaced and -LRB- almost 2 months later -RRB- the dv4 is what the sent me as a replacement .","3 year warranty,",0,Service,0,0,0,0,1,0
1358,"Apparently there is a manufacturing defect , something with the amount of thermal paste .",thermal paste,-1,Internal,0,0,1,0,0,0
1360,Took several hours with customer support before I could even start the PC out of the box .,customer support,-1,Service,0,0,0,0,1,0
1361,Asus facial recognition does n't work and windows logon is n't either .,facial recognition,-1,Software,0,0,0,0,0,1
1362,Asus facial recognition does n't work and windows logon is n't either .,windows logon,-1,Software,0,0,0,0,0,1
1363,Windows Vista makes this computer almost unusable for online service .,Windows Vista,-1,Software,0,0,0,0,0,1
1364,Windows Vista makes this computer almost unusable for online service .,online service,-1,Service,0,0,0,0,1,0
1365,"I contacted Acer and they are giving me FREE recovery DVDs , so do n't go and pay for them , just ask for them and they should give them to you .",recovery DVDs,1,External,0,1,0,0,0,0
1366,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag .,webcam,0,External,0,1,0,0,0,0
1367,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag .,keyboard,0,External,0,1,0,0,0,0
1369,Can listen to my music and watch my videos with ease and with a great display .,display,1,Screen,0,0,0,1,0,0
1370,"Otherwise , all other features are a 1",features,0,Internal,0,0,1,0,0,0
1371,The performance is awesome .,performance,1,Software,0,0,0,0,0,1
1372,The display is beyond horrible .,display,-1,Screen,0,0,0,1,0,0
1373,There is hardly any memory on the computer 's hard drive .,memory,-1,Internal,0,0,1,0,0,0
1374,There is hardly any memory on the computer 's hard drive .,hard drive,-1,Internal,0,0,1,0,0,0
1375,"Actually , I had noticed the one on the sales floor also did n't have sound !",sound,-1,External,0,1,0,0,0,0
1376,"Next , most Acer laptop fans are on the bottom which is right on your laptop .",fans,0,External,0,1,0,0,0,0
1378,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes .,system,0,Internal,0,0,1,0,0,0
1380,"The minute you fire it up it 's all good , very easy user interface .",user interface,1,External,0,1,0,0,0,0
1381,I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired .,warrenty,-1,Service,0,0,0,0,1,0
1382,"Theres also iDVD , a program dedicated to putting all your favorite media together - photos , recordings , video projects into one program so that you can create the perfect memoir for your parents , family , siblings , and any other person important in your life that there may be .",iDVD,1,External,0,1,0,0,0,0
1383,"Theres also iDVD , a program dedicated to putting all your favorite media together - photos , recordings , video projects into one program so that you can create the perfect memoir for your parents , family , siblings , and any other person important in your life that there may be .",program,1,Software,0,0,0,0,0,1
1384,"Theres also iDVD , a program dedicated to putting all your favorite media together - photos , recordings , video projects into one program so that you can create the perfect memoir for your parents , family , siblings , and any other person important in your life that there may be .",program,1,Software,0,0,0,0,0,1
1385,After replacing the hard drive the battery stopped working -LRB- 3 months of use -RRB- which was frustrating .,hard drive,0,Internal,0,0,1,0,0,0
1386,After replacing the hard drive the battery stopped working -LRB- 3 months of use -RRB- which was frustrating .,battery,-1,Battery,1,0,0,0,0,0
1387,"I love the easy to see screen , and It works well for work , persoal or just play .",screen,1,Screen,0,0,0,1,0,0
1389,"If what you need is a machine to do some surfing , email checking , word processing , and watching a movie or two , this is the machine you want .",word processing,0,Software,0,0,0,0,0,1
1391,the mouse pad and buttons are the worst i 've ever seen .,mouse pad,-1,External,0,1,0,0,0,0
1392,the mouse pad and buttons are the worst i 've ever seen .,buttons,-1,External,0,1,0,0,0,0
1393,Awesome graphics !,graphics,1,Internal,0,0,1,0,0,0
1396,"The pro is a great product , I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge -LRB- the edges hurt my wrists -RRB- .",Intel i processors,-1,Software,0,0,0,0,0,1
1397,"The pro is a great product , I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge -LRB- the edges hurt my wrists -RRB- .",edge,-1,Screen,0,0,0,1,0,0
1398,"The pro is a great product , I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge -LRB- the edges hurt my wrists -RRB- .",edges,-1,Screen,0,0,0,1,0,0
1400,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to , so much for that warranty covering all the products we purchased .",battery life,-1,Battery,1,0,0,0,0,0
1401,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to , so much for that warranty covering all the products we purchased .",warranty,-1,Service,0,0,0,0,1,0
1402,"I have had another Mac , but it got slow due to an older operating system .",operating system,-1,Software,0,0,0,0,0,1
1404,"That 's very possible , but since they do n't make Windows XP drivers for the sound card in this machine , I was stuck until Windows 7 came out .",sound card,-1,Internal,0,0,1,0,0,0
1405,"That 's very possible , but since they do n't make Windows XP drivers for the sound card in this machine , I was stuck until Windows 7 came out .",Windows 7,1,Software,0,0,0,0,0,1
1406,"I ` ts nice to have the higher-end laptops , but this fits my budget and the features I need .",features,1,Internal,0,0,1,0,0,0
1408,"Was disappointed to find out that the model had been discontinued , apparently because of known motherboard problems .",motherboard,-1,Internal,0,0,1,0,0,0
1409,"Also the speakers are not very loud , But it is a netbook .",speakers,-1,External,0,1,0,0,0,0
1411,Just a black screen !,screen,-1,Screen,0,0,0,1,0,0
1413,"Eventually my battery would n't charge , so unless I had it plugged in it would n't even power on .",battery,-1,Battery,1,0,0,0,0,0
1416,"I had a USB connect but , i ca n't use it because it is not compatible .",USB connect,-1,External,0,1,0,0,0,0
1417,"Accordingly , I have decided to NEVER purchase another HP product -LRB- my five year old Compaq -RRB- lasted 5-years before the hard drive crashed .",hard drive,-1,Internal,0,0,1,0,0,0
1419,I love the multi-touch trackpad .,multi-touch trackpad,1,Internal,0,0,1,0,0,0
1420,HP is more interested in selling extended warranties -LRB- which cost more than the netbook new -RRB- then they are in helping or fixing .,extended warranties,-1,Service,0,0,0,0,1,0
1422,Not too much `` junk '' software to remove .,software,1,Software,0,0,0,0,0,1
1423,System is loosing about 20 % of performance because of that .,performance,-1,Software,0,0,0,0,0,1
1424,System is loosing about 20 % of performance because of that .,System,-1,Internal,0,0,1,0,0,0
1425,"It is easy to use , good quality and good price .",quality,1,Service,0,0,0,0,1,0
1426,"It is easy to use , good quality and good price .",price,1,Service,0,0,0,0,1,0
1428,"The difference in the Apple keyboard from a PC 's keyboard took a bit of tim to get used to , but overall it 's worth it !",Apple keyboard,0,External,0,1,0,0,0,0
1429,"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to , but overall it 's worth it !",PC's keyboard,0,External,0,1,0,0,0,0
1430,The extended warranty for the $ 4000 and up computers was the only one available for purchase on the drop drown menu .,extended warranty,0,Service,0,0,0,0,1,0
1431,"Only issue is that it is a little slow , and I 'm fixing that by adding more RAM .",RAM,0,External,0,1,0,0,0,0
1432,"The hard drive crashed as well , and I had to buy a new power cord .",hard drive,-1,Internal,0,0,1,0,0,0
1433,"The hard drive crashed as well , and I had to buy a new power cord .",power cord,-1,Battery,1,0,0,0,0,0
1434,Another issue I have with it is the battery .,battery,-1,Battery,1,0,0,0,0,0
1435,"After 2 months of complaints , Asus finally sent the right power supply to my techies .",power supply,0,Battery,1,0,0,0,0,0
1437,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got -LRB- that WAS worth the money -RRB- , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",Sony Sonic Stage software,0,Software,0,0,0,0,0,1
1438,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got -LRB- that WAS worth the money -RRB- , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",speakers,1,External,0,1,0,0,0,0
1439,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got -LRB- that WAS worth the money -RRB- , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",subwoofer,1,External,0,1,0,0,0,0
1440,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got -LRB- that WAS worth the money -RRB- , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",extended life battery,0,Battery,1,0,0,0,0,0
1442,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got -LRB- that WAS worth the money -RRB- , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",bluetooth mouse,0,External,0,1,0,0,0,0
1443,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got -LRB- that WAS worth the money -RRB- , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",bluetooth enabled,-1,Software,0,0,0,0,0,1
1445,PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote .,Keynote,0,Software,0,0,0,0,0,1
1446,PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote .,Powerpoint program,0,Software,0,0,0,0,0,1
1447,"I get a ton of compliments on its size , and speaking as someone who regularly commutes on a bus , I can attest to the fact that this is the perfect size computer if you 're restricted to the width of your body for computing room .",size,1,Screen,0,0,0,1,0,0
1448,"I get a ton of compliments on its size , and speaking as someone who regularly commutes on a bus , I can attest to the fact that this is the perfect size computer if you 're restricted to the width of your body for computing room .",size,1,Screen,0,0,0,1,0,0
1449,"It takes me approximately 3 tries to get to each site , then after closing the browser and reopening it it actually works .",browser,0,Software,0,0,0,0,0,1
1451,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard .,keyboard,-1,External,0,1,0,0,0,0
1452,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard .,keyboard,-1,External,0,1,0,0,0,0
1453,"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again , everything from programs and drivers failing again , to it powering off for no reason , to locking up and freezing and just all sorts of issues .",programs,-1,Software,0,0,0,0,0,1
1454,"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again , everything from programs and drivers failing again , to it powering off for no reason , to locking up and freezing and just all sorts of issues .",drivers,-1,Internal,0,0,1,0,0,0
1455,Love that it does n't take up space like a regular computer .,space,1,Internal,0,0,1,0,0,0
1456,Asked the customer service rep .,customer service rep,0,Service,0,0,0,0,1,0
1458,"So , I took it back to the apple store and they narcissist genius bar staff -RRB- fixed it by resetting the fan at boot up .",fan,0,External,0,1,0,0,0,0
1459,"So , I took it back to the apple store and they narcissist genius bar staff -RRB- fixed it by resetting the fan at boot up .",boot up,0,Software,0,0,0,0,0,1
1460,"Needs Power and Mouse Cable to Plug in back instead of side , In the way of operating a mouse in small area .",Mouse Cable,-1,External,0,1,0,0,0,0
1461,"Needs Power and Mouse Cable to Plug in back instead of side , In the way of operating a mouse in small area .",mouse,-1,External,0,1,0,0,0,0
1462,"-4 RAM slots , 2 HDD Bays * , 16GB RAM support - No Wireless Issues , at least for me .",RAM slots,0,Internal,0,0,1,0,0,0
1463,"-4 RAM slots , 2 HDD Bays * , 16GB RAM support - No Wireless Issues , at least for me .",HDD Bays,0,Internal,0,0,1,0,0,0
1464,"-4 RAM slots , 2 HDD Bays * , 16GB RAM support - No Wireless Issues , at least for me .",16GB RAM support,0,Internal,0,0,1,0,0,0
1465,"-4 RAM slots , 2 HDD Bays * , 16GB RAM support - No Wireless Issues , at least for me .",Wireless,1,External,0,1,0,0,0,0
1466,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION .,ASUS TECH SUPPORT,-1,Service,0,0,0,0,1,0
1467,"In fact , somehow -LRB- and I never opened it up -RRB- some specks of dust or something got inside the screen and are now there permanently , behind the front of the screen , in the way of the display .",screen,-1,Screen,0,0,0,1,0,0
1468,"In fact , somehow -LRB- and I never opened it up -RRB- some specks of dust or something got inside the screen and are now there permanently , behind the front of the screen , in the way of the display .",screen,-1,Screen,0,0,0,1,0,0
1469,"In fact , somehow -LRB- and I never opened it up -RRB- some specks of dust or something got inside the screen and are now there permanently , behind the front of the screen , in the way of the display .",display,-1,Screen,0,0,0,1,0,0
1470,"the mouse on the pad , the left button always sticks .",mouse on the pad,0,External,0,1,0,0,0,0
1471,"the mouse on the pad , the left button always sticks .",left button,-1,External,0,1,0,0,0,0
1472,i have tried to charge on different batteries with no luck .,batteries,-1,Battery,1,0,0,0,0,0
1473,"I would recommend this computer to anyone searching for the perfect laptop , and the battery life is amazing .",battery life,1,Battery,1,0,0,0,0,0
1476,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming .,size,1,Screen,0,0,0,1,0,0
1477,True quality at a great price !,quality,1,Service,0,0,0,0,1,0
1478,True quality at a great price !,price,1,Service,0,0,0,0,1,0
1480,The programs that come standard with the Leopard running system are enough for the average person to run all the basics .,programs,1,Software,0,0,0,0,0,1
1482,So what am I supposed to do ? The LG service center can not provide me the `` service '' when it is called the `` service center '' .,LG service center,-1,Service,0,0,0,0,1,0
1483,So what am I supposed to do ? The LG service center can not provide me the `` service '' when it is called the `` service center '' .,service center,-1,Service,0,0,0,0,1,0
1484,So what am I supposed to do ? The LG service center can not provide me the `` service '' when it is called the `` service center '' .,service,-1,Service,0,0,0,0,1,0
1488,"After doing extensive research , macconnection had the lowest price on the 15 '' MBP i5 .",price,1,Service,0,0,0,0,1,0
1490,"The operating system and user interface is very intuitive , and the large multi-touch track pad is amazing .",operating system,1,Software,0,0,0,0,0,1
1491,"The operating system and user interface is very intuitive , and the large multi-touch track pad is amazing .",user interface,1,External,0,1,0,0,0,0
1492,"The operating system and user interface is very intuitive , and the large multi-touch track pad is amazing .",multi-touch track pad,1,Internal,0,0,1,0,0,0
1493,Hard disk - The new editions gives you more hard disk space -LRB- 500GB instead of 320GB -RRB- but time has taught me never to trust an internal hard disk .,Hard disk,0,Internal,0,0,1,0,0,0
1494,Hard disk - The new editions gives you more hard disk space -LRB- 500GB instead of 320GB -RRB- but time has taught me never to trust an internal hard disk .,hard disk space,1,Internal,0,0,1,0,0,0
1495,Hard disk - The new editions gives you more hard disk space -LRB- 500GB instead of 320GB -RRB- but time has taught me never to trust an internal hard disk .,internal hard disk,0,Internal,0,0,1,0,0,0
1497,"First things first , Macbook pro has many applications to make life easier , unlike the windows computers .",applications,1,Software,0,0,0,0,0,1
1498,"First things first , Macbook pro has many applications to make life easier , unlike the windows computers .",windows,-1,Software,0,0,0,0,0,1
1499,And the screen on this thing is absolutely amazing for high quality videos and movies and gaming .,screen,1,Screen,0,0,0,1,0,0
1500,And the screen on this thing is absolutely amazing for high quality videos and movies and gaming .,gaming,1,Software,0,0,0,0,0,1
1501,"I considered I may have too much on the computer , but after looking , there was plenty of space and that is not the issue .",space,1,Internal,0,0,1,0,0,0
1502,i must keep it plugged in at all times because it will not keep a charge for longer than four minutes .,charge,-1,Battery,1,0,0,0,0,0
1503,"Summary : I 've had this laptop for 2 months , out of the blue the power adapter stops working .",power adapter,-1,Battery,1,0,0,0,0,0
1504,"I saw walmart had the same computer for about $ 650 but still knowing what I know now , I would not buy it at that price .",price,-1,Service,0,0,0,0,1,0
1506,"Now mainboard is broken , have to wait for a new one .",mainboard,-1,Internal,0,0,1,0,0,0
1508,"The speed difference is next to NOTHING for a mac , and the hard drive can be manually upgraded or you could just buy a $ 60 500gb external hard drive .",hard drive,0,Internal,0,0,1,0,0,0
1509,"The speed difference is next to NOTHING for a mac , and the hard drive can be manually upgraded or you could just buy a $ 60 500gb external hard drive .",500gb external hard drive,0,Internal,0,0,1,0,0,0
1510,2 . The wireless card is low quality .,wireless card,-1,External,0,1,0,0,0,0
1511,They also use two totally different operating systems .,operating systems,0,Software,0,0,0,0,0,1
1512,They are about the same size keys .,keys,0,Software,0,0,0,0,0,1
1513,"The people are frustrating to work with , the product itself is very cheaply made , and the accessories are less than satisfactory .",accessories,-1,External,0,1,0,0,0,0
1514,"They offer the best warranty in the business , and do n't 3rd party it out like Toshiba .",warranty,1,Service,0,0,0,0,1,0
1515,The only problems are the sound isnt very loud I have to wear headphones .,sound,-1,External,0,1,0,0,0,0
1516,Again - windows based machines were not giving me anything to work with !,windows,-1,Software,0,0,0,0,0,1
1517,"everything about a mac is wonderful , it takes a little used to learning and getting used to the new system , but you will learn fast and its all worth it .",system,0,Internal,0,0,1,0,0,0
1518,i love the size of the computer since i play games on it .,size,1,Screen,0,0,0,1,0,0
1519,i love the size of the computer since i play games on it .,games,0,Software,0,0,0,0,0,1
1520,"You know , using the computer should be fun , not aggrevation , especially when you are playing games or working with photos .",playing games,0,Software,0,0,0,0,0,1
1521,There are no viruses or spyware to worry about like on a Windows computer .,Windows,-1,Software,0,0,0,0,0,1
1522,To be honest i think it was faulty equipment or something but idk .,equipment,-1,External,0,1,0,0,0,0
1523,"I also love the small , convenient size of my laptop , making it a perfect tool for my academic studies .",size,1,Screen,0,0,0,1,0,0
1526,"I love its solid build , light wt and excellent battery life -LRB- for now -RRB- .",battery life,1,Battery,1,0,0,0,0,0
1527,"while about 8 years ago , I hope that the quality has changed .",quality,-1,Service,0,0,0,0,1,0
1528,"The difference is it 's a whole lot of fun using the laptop now , still learning the Apple navigation , but is fun and comes with a lot of cool apps .",Apple navigation,0,Software,0,0,0,0,0,1
1529,"The difference is it 's a whole lot of fun using the laptop now , still learning the Apple navigation , but is fun and comes with a lot of cool apps .",apps,1,Software,0,0,0,0,0,1
1530,- I propose that I can just swap the hard drives .,hard drives,0,Internal,0,0,1,0,0,0
1531,"The battery holds up well , it 's built very solidly , and runs fast .",battery,1,Battery,1,0,0,0,0,0
1534,Sound card is limited though .,Sound card,-1,Internal,0,0,1,0,0,0
1536,This is a nicely sized laptop with lots of processing power and long battery life .,battery life,1,Battery,1,0,0,0,0,0
1538,The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements .,Vista,-1,Software,0,0,0,0,0,1
1539,"The keyboard , which generally felt okay even for someone used to a desktop keyboard , now looks terrible .",desktop keyboard,0,External,0,1,0,0,0,0
1540,The display is awesome .,display,1,Screen,0,0,0,1,0,0
1541,It took several weeks just to get them to acknowledge that I owned the warranty .,warranty,-1,Service,0,0,0,0,1,0
1542,The keyboard is like no other laptop keyboard .,keyboard,0,External,0,1,0,0,0,0
1543,The keyboard is like no other laptop keyboard .,keyboard,0,External,0,1,0,0,0,0
1544,- Computer crashed frequently and battery life decreased very quickly .,battery life,-1,Battery,1,0,0,0,0,0
1545,- I propose that they can just swap the hard drives .,hard drives,0,Internal,0,0,1,0,0,0
1546,Every driver on the drivers/applications DVD is everything you will need for a reload .,driver,1,Internal,0,0,1,0,0,0
1547,Every driver on the drivers/applications DVD is everything you will need for a reload .,drivers/applications DVD,1,Internal,0,0,1,0,0,0
1550,It 's also fairly easy to use the Operating System .,Operating System,1,Software,0,0,0,0,0,1
1552,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good .,AC plug,-1,Battery,1,0,0,0,0,0
1554,Peformance is good for the price .,price,1,Service,0,0,0,0,1,0
1555,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba .,shipping,-1,Service,0,0,0,0,1,0
1556,Summary : HP knew they were shipping out bad BIOS and did nothing proactive to resolve it .,BIOS,-1,Software,0,0,0,0,0,1
1557,I had 3 months when the ports started going out .,ports,-1,External,0,1,0,0,0,0
1560,Many of my classmates computers hard drives crashed .,hard drives,-1,Internal,0,0,1,0,0,0
1562,"I would n't play a first-person shooter with this , mind , but if you wanted to run MS Office , email , chat , download a video , listen to music from a certain fruit-named music store , and were looking for a highly portable yet powerful netbook to do that all in , I 'd highly recommend checking this out .",MS Office,0,Software,0,0,0,0,0,1
1563,The 13 '' Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product .,shipping,1,Service,0,0,0,0,1,0
1564,The 13 '' Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product .,price,1,Service,0,0,0,0,1,0
1566,The sheer power and flexibility makes the MacBook Pro a must have for any techie !,power,1,Battery,1,0,0,0,0,0
1568,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV .,HDMI port,-1,External,0,1,0,0,0,0
1570,The speakers on it are useless too .,speakers,-1,External,0,1,0,0,0,0
1571,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos .,Battery,0,Battery,1,0,0,0,0,0
1573,Iphoto is great for adding pictures right to facebook and other social networking sites .,Iphoto,1,Software,0,0,0,0,0,1
1574,"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they `` expedited '' the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed , by a `` Senior Tech '' .",Senior Tech,-1,Service,0,0,0,0,1,0
1575,"Some features arent friendly -LRB- volume wheel , sound quality , etc. .",volume wheel,-1,External,0,1,0,0,0,0
1577,"Some features arent friendly -LRB- volume wheel , sound quality , etc. .",features,-1,Internal,0,0,1,0,0,0
1578,A cheaper price should not equal a `` cheap '' product .,price,1,Service,0,0,0,0,1,0
1580,"I think the manual is somewhere on the hard drive , but I rather have a hard copy .",hard drive,0,Internal,0,0,1,0,0,0
1581,Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too !,software,0,Software,0,0,0,0,0,1
1583,"After a couple of years , my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery .",battery,-1,Battery,1,0,0,0,0,0
1584,"The system constantly overheats , the battery life is too short , the case is coming apart , and my core applications that I use every day in my work as a graphic artist run poorly .",battery life,-1,Battery,1,0,0,0,0,0
1585,"The system constantly overheats , the battery life is too short , the case is coming apart , and my core applications that I use every day in my work as a graphic artist run poorly .",case,-1,External,0,1,0,0,0,0
1586,"The system constantly overheats , the battery life is too short , the case is coming apart , and my core applications that I use every day in my work as a graphic artist run poorly .",core applications,-1,Software,0,0,0,0,0,1
1587,"The system constantly overheats , the battery life is too short , the case is coming apart , and my core applications that I use every day in my work as a graphic artist run poorly .",system,-1,Internal,0,0,1,0,0,0
1588,Later it held zero charge and its replacement worked for less than three months .,charge,-1,Battery,1,0,0,0,0,0
1589,The company sent me a whole new cord overnight and apologized .,cord,1,Battery,1,0,0,0,0,0
1590,It 's even easy to hook up to other wireless networks .,hook up to other wireless networks,1,Internal,0,0,1,0,0,0
1591,"Also , I have had alot of trouble with the shift key to go to other lines .",shift key,-1,Internal,0,0,1,0,0,0
1593,It gives me the power and speed that I need to run all the programs I use to edit .,power,1,Battery,1,0,0,0,0,0
1595,It gives me the power and speed that I need to run all the programs I use to edit .,programs,0,Software,0,0,0,0,0,1
1597,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC .,Microsoft Office,0,Software,0,0,0,0,0,1
1599,"As a computer science student in college , I find that the portability , longevity , and ease of use of this computer make me -LRB- shockingly -RRB- want to do homework more ;",longevity,1,Service,0,0,0,0,1,0
1601,Again I sent it back and they replaced the motherboard and some fan inside .,motherboard,0,Internal,0,0,1,0,0,0
1602,Again I sent it back and they replaced the motherboard and some fan inside .,fan,0,External,0,1,0,0,0,0
1603,"Fully charged , the MacBook Pro can last about five hours unplugged .",charged,1,Battery,1,0,0,0,0,0
1604,"I know there are way better laptops out there for the same price , and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls .",price,0,Service,0,0,0,0,1,0
1605,"For me , keys were starting to get stuck and would n't type very well .",keys,-1,Software,0,0,0,0,0,1
1606,ca n't reinstall with standard os cd because of proprietary hardware drivers .,standard os cd,-1,Software,0,0,0,0,0,1
1607,ca n't reinstall with standard os cd because of proprietary hardware drivers .,proprietary hardware drivers,-1,Internal,0,0,1,0,0,0
1608,"There is a small red circle next to it with a x in the middle , and when I click on it it says : '' Consider replacing your battery '' and it does not hold full charge .",battery,0,Battery,1,0,0,0,0,0
1609,"There is a small red circle next to it with a x in the middle , and when I click on it it says : '' Consider replacing your battery '' and it does not hold full charge .",charge,-1,Battery,1,0,0,0,0,0
1610,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork .,delivery,-1,Service,0,0,0,0,1,0
1611,The first programm I switched on was a game for my children .,programm,0,Software,0,0,0,0,0,1
1612,I have been very pleased with the performance of this laptop .,performance,1,Software,0,0,0,0,0,1
1613,"I bought it for my mom and she reports that the battery life lasts all day for her , it 's very lightweight , and the response for the computing she 's doing -LRB- Internet focused activity : mail , research , etc. -RRB- is excellent ;",battery life,1,Battery,1,0,0,0,0,0
1616,Its very nice and once you learn the features you will be so happy to have such a sophisticated computer .,features,0,Internal,0,0,1,0,0,0
